工作岗位,薪资待遇,实习时长,工作描述,学历要求,招聘人数,发布时间,公司名称,公司地址,企业领域,公司规模,年份,省份
编导实习生,233,3个月,： 1 .   策划 ： 参与 具体 明星 综艺 、 短 视频 、 短剧 模式 研发 内容 策划 。 2 .   执行 ： 辅助 制片人 推进 各个 项目 现场 执行 。 3 .   策划 组 各项 提供 支持 ， 包括 采访 、 资料 搜集 、 数据 信息 记录 整理 、 创意 讨论 其他 支持 ​ ： 1 . 本科 或 研究生 在读 ， 编导 / 影视 / 戏剧 文学 相关 专业 ； 2 . 每周 可 实习 5 天 ， 最少 可 实习 三个 月 以上 ； 3 . 认真 、 性格开朗 、 承压 能力 强 ； 4 . 热爱 综艺 / 电影 / 纪录片 ； 二次元 / 电子游戏 / 电竞 / 体育节目 领域 浓厚兴趣 。,本科,2,2024-08-30,新世相,北京省朝阳区金辉大厦9层,广告|传媒|文化|体育,301~1000人,2024,北京
人力资源公众号实习生,135,6个月,"： 1   * Support   Engagement   project   execution ,   e . g ,   Global   Engagement   Survey ,   FME   Ambassadors   initiative ,   FME   learning   community   and   etc . 提供 员工 文化 建设 相关 项目 执行 支持 ， 例如 全球 员工 敬业 度 调研 ， 费森 大使 举措 跟进 ， 森夜 学堂 活动 。 2   * Support   Employee   communications   initiatives ,   e . g ,   various   communication   letter   bi - lingual   draft   and   translation   and   etc .   提供 员工 沟通 相关 项目 执行 支持 ， 例如 各种 双语 沟通 邮件 及 相关 翻译 。 3   * Support   official   WeChat   account   follow - up ,   e . g ,     official   account   press   release ,   data   collection   and   fundamental   analysis   with   some   supportive   documents   preparation 提供 费森尤斯 招聘 公众 号 运营 支持 ， 包括 撰写 公众 号 推文 ， 数据 整理 ， 支持性 文件 准备 。 4   * Provide   other   ad - hoc   support   where   needed 其他 需要 支持 。 ： 1   Has   interest   and   passion   to   work   as   HR HR 热情 2   Patient   and   diligent   with   good   sense   of   responsibilities 耐心 细致 ， 勤奋 踏实 ， 良好 责任感 ； 3   Quick   learners   with   can - do   attitude ,   team   players   with   service - orientation 学习 能力 强 ， 态度 好 ， 团队 合作者 ， 良好 服务 意识 4   Good   command   of   English   and   Mandarin 良好 中英文 语言 能力 5   Good   command   of   MS   Office ,   especially   Excel   and   PowerPoint 良好 office 操作技能 ， 熟悉 Excel PPT 操作 6   Good   at   various   wechat   editor :   Xiumi ,   96   and   etc . 擅长 各种 公众 号 推文 编辑 软件 ： 如秀米 ， 96 编辑器 7   Good   at   Photographing   and   video   shooting   &   editing   擅长 拍照 摄影 及 视频剪辑   ( 优先 考虑 ）",本科,1,2024-08-12,费森尤斯医疗,上海省徐汇区港汇中心2座4601,生物|医药,1001~3000人,2024,上海
渠道管理实习生,135,6个月,： 1 、 经销商 资质 文档 管理 。 2 、 商业 数据处理 。 3 、 学习 商务 运营 流程 。 4 、 协助 部门 内 其他 。 ： 1 、 大二 大三 优先 ， 专业 不 限 。 2 、 一周 至少 到 岗 3 天 ， 至少 实习 6 个 月 。 3 、 耐心 细致 ， 勤奋 踏实 ， 良好 责任感 。,本科,1,2024-08-12,费森尤斯医疗,上海省徐汇区港汇中心2座4601,生物|医药,1001~3000人,2024,上海
设计实习生,300,长期,： 岗位职责 ： 1 、 协助 负责 新世 相公 号 视觉 设计 ， 2 、 负责 部门 平面 营销 设计 ， 包括 但 不 限于 ： 海报 、 h5 ； 3 、 配合 部门 编辑 / 设计师 完成 公司 内部 日常 设计 需求 。 ： 任职 ： 1 、 具备 良好 美术 功底 ， 熟练 使用 平面设计 类 软件 （ ps 、 ai 、 id ） ； 2 、 具有 良好 沟通 应变能力 执行力 ； 3 、 经常 翻阅 国内外 设计 类 网站 ， 自主 学习 、 搜集整理 能力 ； 4 、 具备 良好 创意 思维 理解能力 ； 5 、 手绘 插画 、 ps 修图 能力 可 优先 考虑 。 ： 1 .   扁平化 管理 ， 氛围 好 ， 包餐 2 .   弹性 上班 制 ， 不 打卡 3 .   靠 谱 领导 ， 优秀 又 有趣 同事 4 .   得到 数倍 于 其他 公司 个人成长 速度 环境 5 .   业绩 表现 优异者 可 得到 联合 创始人 求职 推荐信 6 .   实习生 表现 优异者 可 提供 转正 机会 7 .   办理 居住证 / 留学 居住证,本科,1,2024-08-30,新世相,北京省朝阳区望京东金辉大厦,广告|传媒|文化|体育,301~1000人,2024,北京
投资分析实习生-可转正,145,6个月,： 部门 领导 指导 下 ：   1 、 根据 公司 发展 方向 战略目标 ， 负责 收集 被 投资 项目 信息 ， 提出 合理化 建议 ，   投资 机会 分析 ， 定向 市场调研 开拓 ； 2 、 根据 所 投 项目 ， 对拟 投资 项目 风险 评估 、 财务 调查 、 财务 测算 、 成本 分析 、   敏感性 分析 ， 撰写 可行性 报告 、 投资 建议书 、 编制 投资 方案 ， 并 协同 上级 主管 参与   投资 项目 立项 可行性 论证 ；   3 、 协助 上级部门 参与 投资 项目 谈判 ， 建立 并 保持 合作伙伴 关系 ， 定期 了解 并 检查   项目 运作 情况 ；   4 、 定期 内部 投资 项目 信息库 更新 维护 ；   5 、 协助 投后 管 人员 评估 项目 投资 效果 ， 已 投 项目分析 ， 并 协同 撰写 预期 差异性 分析 报告 ；   6 、 领导 交办 其他 。   ： 1 、 2025 年 毕业 ， 硕士 及 以上学历 ， 能源 、 医疗 、 理工科 相关 专业 ；   2 、 金融 、 咨询 公司 中 新能源 或 医疗 方向 实习 经验 ， 了解 PE / VC 基本 投资 流程 ；   3 、 具备 良好 撰写 报告 整理 、 分析 策划 能力 ， PPT 经验 强 ， 熟悉 估值 测算 模型 搭建 ；   4 、 沟通 能力 强 团队 合作 精神 佳 ， 积极进取 ， 开拓 务实 ， 英语 可 用于 。 ： 实习 证明 ， 表现 优秀 可 转正,硕士,2,2024-08-12,中投中财,上海省虹口区星荟中心1座,金融,101~300人,2024,上海
数据采集与分析实习生,110,3个月,： 1 . 公司 提供 相关 业务培训 ， 培训期 3 - 5 个 工作日 ， 培训期 需 保证 时间 在线 。 2 . 指定 网站 按 筛选 并 定位 到 目标 客户 及 标书 。 3 . 整理 AI 返回 文件 结果 ， 分析 准确率 。 4 . 上网 搜寻 ， 核查 目标 客户 公司 相关 信息 。 5 . 按 录入 到 salesforces 系统 并 再 分配 。 ： 1 . 英语 阅读 良好 ， CET - 6 或 专四 以上 。 HR 部门 或 数据分析 相关 实习 经验 优先 。 英语专业 ， 人力 资源管理 、 统计 、 数学 或 经济学 专业 优先 。 2 . 能 熟练 运用 MS   Office 软件 ， 精通 Excel 及 Excel 宏 优先 。 会 编辑 pdf 。 3 . 良好 逻辑思维 能力 ， 善于 沟通 ， 细致 耐心 ， 学习 能力 强 。 4 . 全日制 本科 或 以上学历 在校生 。 5 . 一周 能 保证 出勤 3 天 或 以上 （ 远程 ） ， 薪资 远程 100 / 天 。 6 . 实习期 3 个 月 或 以上,本科,10,2024-09-04,上海曦牛,省,IT|通信|电子,51~100人,2024,
远程实习-数据采集,110,2个月,： 1 . 公司 提供 相关 业务培训 ， 在线 培训 方式 。   2 . 数据 寻访 搜索 ， 上市公司 英文 年报 ， 美国   SEC   网站 或谷歌 。   3 . 分析 整理 薪酬 数据 并 导入到 公司 信息系统 。 ： 1 . 英语 读写 良好 ， CET - 4   或 以上 。   2 . 细致 耐心 ， 善于 沟通 ， 责任感 强 ； 学习 能力 强 ；   3 . 全日制 本科学历 在校生 。   4 . 一周 能 保证 出勤   3   天 或 以上 。 （ 包括 远程 ）   5 . 薪资   100 / 天 （ 到 公司   + 20   元 交通 补贴 ）   时间 ： 周一 至 周五   9 : 00 - 18 : 00 ；,本科,10,2024-09-04,上海曦牛,上海省浦东新区浦东新区盛荣路88号,IT|通信|电子,51~100人,2024,上海
Content check,110,2个月,： 1 . 公司 提供 相关 业务培训 ， 培训期   3 个 工作日 左右 。           2 .   根据 Content   writer 所写 内容 ， 对照 公司 文案 内容 审核 并 提供 修改 建议 。           3 .   整理 Content   check 结果 并 反馈 给 Content   writer 。 ： 1 . 英语 读写 良好 ， CET - 4   或 以上 。           2 . 细致 耐心 ， 善于 沟通 ， 责任感 强 ； 学习 能力 强 ；           3 . 全日制 本科学历 在校生 。           4 . 一周 能 保证 出勤   3   天 或 以上 。 （ 包括 远程 ）           5 . 薪资   100 / 天 （ 到 公司 另加 20   元 交通 补贴 ）           时间 ： 周一 至 周五   9 : 00 - 18 : 00 ；   ( 可以 选择 远程 或者 到 公司 实习 ）,本科,10,2024-09-04,上海曦牛,省,IT|通信|电子,51~100人,2024,
AI视觉算法实习生,275,5个月,： 1 . 智能 制造 领域 核心 视觉 算法 优化 创新 研究 ， 包括 但 不 限于 ： 检测 分类 ， 分割 ， OCR ； 2 . 大规模 深度 学习 / 机器 学习 相关 核心 算法 研究 ， 包括 但 不 限于 ： 网络结构 设计 、 大规模 分布式 训练 、 持续 学习 、 无 / 自 / 半 监督 学习 、 部署 量化 ； 3 . 针对 智能 制造 领域 实际 需求 ， 算法 设计 、 实现 、 迭代 优化 ， 算法 功能 交付 下游 团队 ； 4 . 维护 相关 研究 方向 benchmark （ 代码 、 数据 ） ， 创新 算法 整理 成 技术 文档 或 正式 论文 。 ： 1 . 重点 大学本科 及 以上 在校生 ，   计算机相关 专业 毕业 ； 2 . 具有 计算机 视觉 ， 机器 学习 优化 算法 基础 ， 数据挖掘 或 人工智能 相关 经验 ； 3 . 较 强 研究 能力 ， 可以 算法 研究 创新 设计 实现 ； 4 . 熟练 使用 C / C++ 、 python 中 至少 一种 编程语言 ； 掌握 caffe 、 tensorflow 、 pytorch 深度 学习 框架 之一 ； 5 . 具有 优秀 分析 问题 解决问题 能力 ， 具有 良好 沟通 能力 团队 合作 能力 ， 中 敢于 突破 创新 ， 解决 具有 挑战性 问题 充满 激情 ； 6 . 计算机 视觉 、 机器 学习 开源 项目 贡献 背景 者 优先 ； 7 . 国际 顶级 会议 或 期刊 发表 机器 学习 相关 论文 者 优先 ； 8 . 相关 比赛 经验 者 或 重要 数据 集 排行榜 上 排名 靠 前者 优先 。,硕士,10,2024-09-04,识渊科技,北京省海淀区北京市海淀区中关村北二条13号46幢1层101室上海徐汇区上海市徐汇区枫林路420号2层A区,IT|通信|电子,51~100人,2024,北京
学习师,600,长期,： 1 . 学员 提供 优质 教育 服务 ， 积极 学员 及 家长 保持 沟通 ， 及时 反馈 学员 情况 、 搜集 学员 需求 及 建议 ; 2 . 负责 社群 运营 、 维护 班级 群等 ； 3 . 协助 主讲 老师 确保 学员 顺利完成 课程 ， 包括 设备 准备 、 到 课 提醒 、 课中 答疑 、 批改作业 ； 4 . 家长 沟通 诊断 结果 及 后续 课包 ， 完成 转化 。 ： 1 、 本科 及 以上学历 2 、 具备 基础 辅导 小初 文化 学科 能力 3 、 教培 经验 优先 （ 优秀者 或 应届 毕业生 可 放宽 ） 4 、 较 强 学习 力 、 应变能力 、 抗压 能力 5 、 团队精神 ， 敬业精神 ， 良好 沟通 协调 能力,本科,20,2024-08-27,爱学习教育集团,武汉省江夏区武汉市江夏区金融港B26栋13楼,教育培训,1001~3000人,2024,武汉
市场实习生,175,3个月,： 1 . 根据 公司 营销 策略 及 渠道 目标 人群 特点 ， 制定 相应 内容 策略 并 完成 内容 制作 （ 公众 号 推文 、 短 视频 、 市场 活动 ） ； 2 . 负责 移动 互联网 自 媒体 平台 （ 微信 、 小红书 、 百度 百科 ） 日常 运营 及 推广 ； 3 . 负责 公司 线 上线 下 活动 运营 策划 、 落地 、 推广 ， 4 . 相关 运营 数据 监控 、 分析 、 报告 ， 同时 制定 优化 措施 。 ： 1 . 态度 认真 ， 责任心 强 ， 善于 沟通 ， 能 自驱 更 能 高效 协作 ； 2 . 一定 文字 能力 ， 数据 敏感 ， 能 适应 AI 时代 内容 生产 环境 ； 3 . 想法 、 洞察力 ， 新 媒体 运营 一定 了解 及 兴趣 ； 4 . 品牌 全球化 感兴趣 ， 善于 挖掘 热点 话题 ， 平台 热点新闻 趋势 清晰 辨别 能力 。 ： 一个 全球化 时代 智能 DAO 成长 红利 ： 1 . 以   T   字形 人才 培养目标 ， 合伙人 一对一 辅导 专业培训 ； 2 . 思维 创新 、 经验丰富 、 专业 敬业 伙伴 们 共事 ， 培养   Ownership ； 3 . 直接 优秀 创业者 / 企业家 / 投资人 对话 ， 打开 眼界 格局 ； 4 . 借助 机构 完善 研究 体系 培养 商业 洞察力 ， 品牌 全球化 领域 深度 Know - How 。,本科,1,2024-09-02,百川创新院,省,金融,11~50人,2024,
人力资源助理,200,3个月,： 描述 人力资源 实习生 全面 负责 磐松 人事 事务性 ， 并 辅助 完成 规章制度 体系 搭建 及 执行 。 理想 候选人 需要 良好 沟通 能力 、 严谨 细致 态度 一定 抗压 能力 。 岗位职责 1 .   负责 日常 招聘 管理工作 ， 根据 需求 职位 发布 于 各 招聘 网站 并 完成 简历 筛选 ； 2 .   负责 协调 候选人 面试官 时间 ， 面试 安排 以及 面试 后续 跟踪 ； 3 .   负责 各 招聘 渠道 、 资源 拓展 维护 ， 以及 校园 招聘 筹备 ； 4 .   负责 党支部 党务工作 ； 5 .   负责 人力资源部 门 日常 信息 收集 、 整合 ； 6 .   协助 人事 相关 基础 数据 搜集 、 更新 、 分析 ； 7 .   协助 参与 各项 人力 资源管理 模块 项目 ； 8 .   协助 上级 处理 人员 沟通 、 协调 ； 9 .   完成 上级 交办 其他 事项 。 ： 1 .   本科 （ 含 ） 以上学历 ， 专业 不 限 ； 2 .   党员 优先 ； 3 .   责任意识 ， 具备 良好 抗压 适应能力 ； 4 .   学习 能力 强 ， 具备 良好 沟通 协调 能力 ； 5 .   具有 良好 职业 操守 ， 品行端正 ， 细致 ， 形象 大方 ； 6 .   能 熟练 运用 Office 办公 软件 。 ： 1 .   360 ° 全方位 培训 体系 ， 多 一带 教 指导 。 2 .   定期 团建 ， 免费 零食 下午茶 ， 还 可以 体验 撸 猫 乐趣 3 .   实习 表现 优异 同学 可以 全职 留用 机会 。,本科,2,2024-08-22,磐松资产,上海省杨浦区淞沪路398号创智天地8号楼302室,金融,11~50人,2024,上海
高管教育部门实习生,135,3个月,"： 1 . 高管 教育 及 政府 培训 部门 日常 运作 提供 支持 , 辅助 活动 策划 准备 实施 2 . 翻译 各项 资料 报告 ， 草拟 各项 活动 总结 （ 英文 ） 3 . 协助 宣传 活动 ， 包括 行政 支持 及 新 媒体 联络 ， 通过 新 媒体 渠道 来 宣传 活动 4 . 协助 记录 、 管理 活动 项目 开支 ， 供应商 沟通交流 5 . 项目 网页 设计 提供 一定 支持 ： 1 . 在读 本科 或 硕士 研究生 2 . 中英文 口头 书面 沟通 能力 强 3 . 能够 熟练 使用 Office   软件 4 . 细心 ， 有条理 ， 能够 同时 处理 多个 任务 ,   抗压 ， 学习 能力 强 ， 具有 团队 协作 精神 5 . 周一 到 周五 全职 实习 ， 至少 3 个 月 ， 能 长期 同学会 优先 考虑 地点 ： 江苏省 昆山市 杜克 大道 8 号 （ 提供 班车 ） 时间 ： 9 ： 00 - 17 ： 30   （ 周末 双休 ） 薪资 ： 3000 / 月   全勤   （ 不 扣税 ）",本科,1,2024-09-02,DKU,苏州省玉山镇中国江苏省昆山市杜克大道8号,政府/非盈利机构/其他,301~1000人,2024,苏州
乘警安全员,400,3个月,： 招聘 ： 1 、 普通高校 、 成人 高校 、 中专 、 职业高中 . 应届 毕业生 ； 2 、 年龄 17 - 30 岁 ， 男女 不 限 ， 户籍 不 限 ； 3 、 女生 身高 160 以上 ； 4 、 男生 身高 170 以上 ； 5 、 五官端正 ， 身材 匀称 ， 语言表达 能力 强 ； 三 、 薪资 待遇 1 、 实习期 3 - 6 个 月 ， 实习 统一安排 北京 ， 实习 结束 按照 户籍地 优先 分配 客运段 ， 2 、 转正 签订 劳动合同 ， 同工同酬 ， 长期 稳定 。 3 、 实习 补贴 ： 1800 - 2000 元 / 月 ， 4 、 包 食宿 ， 免费 提供 服装 被褥 。 5 、 转正 综合 薪资 4000 - 8000 ， 交五险 或者 五险 一金 ， 升职 空间 大 ， 可签 长期 合同 ， 大专 以上学历 可 考 内部 公务员 。 6 、 每月 时间 15 — 20 天 。 ： 招聘 ： 1 、 普通高校 、 成人 高校 、 中专 、 职业高中 . 应届 毕业生 ； 2 、 年龄 17 - 30 岁 ， 男女 不 限 ， 户籍 不 限 ； 3 、 女生 身高 160 以上 ； 4 、 男生 身高 170 以上 ； 5 、 五官端正 ， 身材 匀称 ， 语言表达 能力 强 ； 三 、 薪资 待遇 1 、 实习期 3 - 6 个 月 ， 实习 统一安排 北京 ， 实习 结束 按照 户籍地 优先 分配 客运段 ， 2 、 转正 签订 劳动合同 ， 同工同酬 ， 长期 稳定 。 3 、 实习 补贴 ： 1800 - 2000 元 / 月 ， 4 、 包 食宿 ， 免费 提供 服装 被褥 。 5 、 转正 综合 薪资 4000 - 8000 ， 交五险 或者 五险 一金 ， 升职 空间 大 ， 可签 长期 合同 ， 大专 以上学历 可 考 内部 公务员 。 6 、 每月 时间 15 — 20 天 。,不限,65,2024-08-27,河北铁运铁路,北京省东城区北京高铁站,交通|物流|贸易,11~50人,2024,北京
